groupItemTitle,outcomes,outcomePrices,volumeNum,volumeClob,enableOrderBook,active,clobTokenIds,event_ticker,event_title,event_description,event_volume,event_country,event_electionType,event_commentCount,correct_outcome,yes_token_id,closing_price,price_2days_prior,pre_election_vwap_48h,price_volatility,price_range,final_week_momentum,price_fluctuations,last_trade_price,prediction_error,prediction_confidence,market_duration_days,trading_frequency,buy_sell_ratio,trading_continuity,late_stage_participation,volume_acceleration,unique_traders_count,trader_to_trade_ratio,two_way_traders_ratio,trader_concentration,new_trader_influx,comment_per_vol,comment_per_trader,actual_outcome,brier_score,log_loss,prediction_correct
Donald Trump,"[""Yes"", ""No""]","[""0"", ""1""]",3741373.574,3741373.574,True,True,"[""14074899245279883968821293264759723333204074453646392727272579405506036984241"", ""68303508318422415197110180721803122878521366793211275338322543690618184693765""]",new-york-presidential-election-winner-2024,New York Presidential Election Winner,This is a market on predicting the winner of the presidential election in New York.,11185567.1, United States, Presidential,109.0,No,1.4099999999999999e+76,0.015,0.012,0.024270812,0.390061996,0.047234167,-0.026999999,0.0,0.013000001,0.015,0.97,221.0,16.04977376,2.201263538,0.624434389,0.467437271,14.75766241,1298.0,2.732665639,0.145608629,1.468564984,0.508474576,2.91E-05,0.083975347,0,0.000225,0.015113638,1.0
Marco Rubio,"[""Yes"", ""No""]","[""0"", ""1""]",3619916.78,3619916.781,True,True,"[""37449889257332764319518926160466135664606714303480243011099698861724549242157"", ""28502433907657336642688254880905371015491679043144768770810835397225143456529""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,3.74e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,222.0,33.55405405,1.848565966,0.572072072,0.0,4.000694449,634.0,11.74921136,0.222397476,1.712310377,0.0,0.000161882,0.924290221,0,1e-06,0.0010005,1.0
Ron DeSantis,"[""Yes"", ""No""]","[""0"", ""1""]",3540382.36,3540382.358,True,True,"[""81630681799959049855586243879816870539412751430552353565334203016530175208631"", ""12158449195805084598450817173346741716559159602380428995620219538523470024622""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,8.159999999999999e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,230.0,26.93913043,1.953288847,0.604347826,0.0,4.000694449,351.0,17.65242165,0.327635328,1.804228535,0.0,0.000165519,1.66951567,0,1e-06,0.0010005,1.0
Donald Trump,"[""Yes"", ""No""]","[""1"", ""0""]",3486918.151,3486918.151,True,True,"[""22954390469393761478435587094271162660864811978634802609696033004592606875337"", ""16817565019464583717511071731800480367663993730008741692944155572569973582421""]",texas-presidential-election-winner,Texas Presidential Election Winner,This is a market on predicting the winner of the presidential election in Texas.,13409738.55, United States, Presidential,140.0,Yes,2.3e+76,0.94,0.929999798,0.927071612,0.041756452,0.87,0.010000001,6.0,0.95,0.06,0.88,230.0,34.28695652,1.881256851,0.7,0.447628709,14.70780044,3126.0,2.522712732,0.122520793,1.27555161,0.498080614,4.02E-05,0.044785669,1,0.0036,0.061875404,1.0
Elise Stefanik,"[""Yes"", ""No""]","[""0"", ""1""]",3416288.29,3416288.286,True,True,"[""2975288315924173918209311730624909848097839286331534835768142720275538797319"", ""91963625371395608424279326263536461482586587519687082943560297959373823581251""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,2.98e+75,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,230.0,30.69130435,2.010234542,0.695652174,0.0,4.000694449,447.0,15.79194631,0.239373602,1.756906077,0.0,0.000171531,1.310961969,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",3406977.145,3406977.145,True,True,"[""4464638417856535961233224139685677900290486667884936501411682687292086848543"", ""40565230562511201070012117805143345472750836186647970796495426699071433712704""]",nevada-presidential-election-winner,Who will win Nevada?,This is a market on predicting the winner of the presidential election in Nevada.,14747559.13, United States, Presidential,422.0,No,4.46e+75,0.001,0.002,0.001417761,0.450904445,0.002,0.0,0.0,0.001,0.001,0.998,239.0,45.74476987,1.128284991,0.610878661,0.182109211,6.217728764,3212.0,3.403798257,0.710772105,1.311442422,0.175280199,0.000123863,0.131382316,0,1e-06,0.0010005,1.0
Other Woman,"[""Yes"", ""No""]","[""0"", ""1""]",3398043.08,3398043.081,True,True,"[""8943260195837076591376433793379602501139567070982561043120721555161005251385"", ""23366313559355241786347970383107242513101488783381108452280085783722106271826""]",democratic-vp-nominee,Democratic VP nominee?,This is a market on the selection of the Democratic vice presidential nominee for the upcoming election.,128499432.1, United States, Vice Presidential,2921.0,No,8.94e+75,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,28.0,239.1785714,1.326963169,0.5,0.0,4.000694449,486.0,13.77983539,0.528806584,1.804987308,0.0,0.000859612,6.010288066,0,1e-06,0.0010005,1.0
Kari Lake,"[""Yes"", ""No""]","[""0"", ""1""]",3346195.06,3346195.064,True,True,"[""84813824283388009207011072350300774910181756031718725663374460117064598675122"", ""101554176105451595165051687891020790181386321952055844483790054925461471101603""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,8.48e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,230.0,14.63478261,1.021621622,0.547826087,0.0,4.000694449,709.0,4.747531735,0.555712271,1.54040404,0.0,0.000175124,0.82651622,0,1e-06,0.0010005,1.0
Donald Trump,"[""Yes"", ""No""]","[""1"", ""0""]",3302882.68,3302882.68,True,True,"[""51333916780794331940122386074682365133249796682848404065652214647384231275041"", ""42800497514834535295319862450083087870390769783910004033589530448478990803871""]",iowa-presidential-election-winner,Iowa Presidential Election Winner,This is a market on predicting the winner of the Iowa Presidential Election.,6956020.537, United States, Presidential,380.0,Yes,5.13e+76,0.82,0.8,0.830657795,0.038050611,0.28,-0.089999992,0.0,0.859999536,0.18,0.64,221.0,22.29864253,1.929845422,0.520361991,0.811079545,25.60693994,1715.0,2.873469388,0.135276968,1.294845779,0.84548105,0.000115051,0.221574344,1,0.0324,0.198450939,1.0
Katie Britt,"[""Yes"", ""No""]","[""0"", ""1""]",3244929.84,3244929.84,True,True,"[""60414202571356617103295328704806799146817206959011572169532031941879728806091"", ""112776299220482816783167893663260869853780022798054287155635352187650590026711""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,6.04e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,229.0,27.37554585,1.8049217,0.576419214,0.0,4.000694449,594.0,10.55387205,0.570707071,1.785771255,0.0,0.000180589,0.986531987,0,1e-06,0.0010005,1.0
Sarah Huckabee Sanders,"[""Yes"", ""No""]","[""0"", ""1""]",3213095.78,3213095.776,True,True,"[""7093351589801635680815478735003592361147728756846920260128626543539162342874"", ""104743282138834600074451396496714134170683556070883034329681033453680705697501""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,7.09e+75,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,229.0,27.0349345,2.081632653,0.541484716,0.0,4.000694449,319.0,19.40752351,0.21630094,1.840090454,0.0,0.000182379,1.836990596,0,1e-06,0.0010005,1.0
Kamala Harris,"[""Yes"", ""No""]","[""0"", ""1""]",3066285.319,3066285.319,True,True,"[""90136725712515143196414609721582845740574932050949368617965803462978935329084"", ""14541076616568928849686647393177813432566250736697700166317020637819720171457""]",iowa-presidential-election-winner,Iowa Presidential Election Winner,This is a market on predicting the winner of the Iowa Presidential Election.,6956020.537, United States, Presidential,380.0,No,9.01e+76,0.189999994,0.19,0.179448768,0.161492475,0.261389916,0.1,0.0,0.16,0.189999994,0.620000011,221.0,15.86877828,2.56402439,0.352941176,0.925577417,29.2218013,1436.0,2.442200557,0.069637883,1.282292558,0.919916435,0.000123928,0.264623955,0,0.036099998,0.210721024,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",2968663.457,2968663.457,True,True,"[""13224700569006854543410928966746654303562893422607660277570120423763860968182"", ""17586479109887740916963227561902783727035822336789950397197973910146163961405""]",arizona-presidential-election-winner,Who will win Arizona?,This is a market on who will win the presidential election in Arizona.,13698822.46, United States, Presidential,226.0,No,1.32e+76,0.001,0.001,0.001390442,0.384971499,0.002,0.0,0.0,0.001,0.001,0.998,237.0,59.9535865,1.081904762,0.540084388,0.168132874,5.692498718,4181.0,3.398469266,0.772781631,1.255190372,0.200908873,7.61E-05,0.054054054,0,1e-06,0.0010005,1.0
Other Woman,"[""Yes"", ""No""]","[""0"", ""1""]",2952937.22,2952937.221,True,True,"[""87884598357450731166408485317533460128028636503451460573802408804541451927529"", ""111565253487048249701974225895453814132574601167401150534524391571335587161986""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,8.79e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,222.0,31.03603604,2.069042316,0.707207207,0.0,4.000694449,457.0,15.07658643,0.218818381,1.772859216,0.0,0.000198446,1.282275711,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",2943957.138,2943957.138,True,True,"[""27615495231359229305448528713586095879844583395048612128705559237770727350957"", ""80306976344113395627641922338490921737747978024473187775867217998368979863529""]",minnesota-presidential-election-winner,Minnesota Presidential Election Winner,This is a market on who will win the presidential election in Minnesota.,6051039.495, United States, Presidential,62.0,No,2.7599999999999998e+76,0.001,0.001,0.001505941,0.421803684,0.002,0.0,0.0,0.001,0.001,0.998,230.0,32.9,1.226898175,0.491304348,0.305801507,10.04776379,2271.0,3.332012329,0.580361074,1.291529008,0.269484808,2.11E-05,0.027300749,0,1e-06,0.0010005,1.0
Mike Pence,"[""Yes"", ""No""]","[""0"", ""1""]",2873124.59,2873124.586,True,True,"[""73268602487067057861807948312500427748554778639936198498830641083937656166379"", ""41792697480849173654040332582999215535717926614257938308740001416701105242854""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,7.33e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,222.0,15.7972973,1.31027668,0.545045045,0.0,4.000694449,697.0,5.031563845,0.592539455,1.575135443,0.0,0.000203959,0.840746055,0,1e-06,0.0010005,1.0
Marjorie Taylor Greene,"[""Yes"", ""No""]","[""0"", ""1""]",2854968.07,2854968.067,True,True,"[""22948671078506742635811836001941783342711422184418859393352119269751338404791"", ""3735578203258901423977973679796649639108574858668225018883465418036856617482""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,2.29e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,229.0,13.58078603,1.271731191,0.489082969,0.0,4.000694449,750.0,4.146666667,0.592,1.522829582,0.0,0.000205256,0.781333333,0,1e-06,0.0010005,1.0
Kamala Harris,"[""Yes"", ""No""]","[""1"", ""0""]",2778601.554,2778601.554,True,True,"[""70057563029181740383351302880667691057440355307732969897975148615486334142598"", ""110805789859401345827682663334455346292645375845669493011828952941116366110892""]",new-jersey-presidential-election-winner,New Jersey Presidential Election Winner,This is a market on predicting the winner of the New Jersey presidential election.,6899432.617, United States, Presidential,35.0,Yes,7.01e+76,0.968999989,0.958999985,0.961759333,0.007624155,0.039,0.022000021,0.0,0.97,0.031000011,0.937999978,221.0,35.92307692,1.279356876,0.660633484,0.228366293,7.209850107,2150.0,3.69255814,0.126046512,1.208212621,0.253023256,1.26E-05,0.01627907,1,0.000961001,0.031490678,1.0
Other Man,"[""Yes"", ""No""]","[""0"", ""1""]",2726180.38,2726180.376,True,True,"[""61971502011767795236375093252063355449736294776453658817406866838784679331642"", ""35121578594968436213390750780446023050213039626967290465703400178031704224765""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,6.2e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,222.0,38.27927928,1.844994978,0.675675676,0.0,4.000694449,1040.0,8.171153846,0.298076923,1.680748411,0.0,0.000214953,0.563461538,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",2701136.854,2701136.854,True,True,"[""53137105885637241066066500680827872585950872241880615639627356726334102219016"", ""13648052858777863502443350175845506673492094088143873495407619762814478727389""]",montana-us-senate-election-winner,Montana Senate Election Winner,This is a market on the winner of the Montana Senate election.,4008566.613, United States, Senate,43.0,No,5.3099999999999996e+76,0.001,0.001,0.001038778,0.476439904,0.003,-0.002,0.0,0.001,0.001,0.998,215.0,35.55348837,1.202247191,0.534883721,0.048534799,1.490711669,2632.0,2.904255319,0.56724924,1.219911041,0.104863222,1.59E-05,0.016337386,0,1e-06,0.0010005,1.0
Doug Burgum,"[""Yes"", ""No""]","[""0"", ""1""]",2687918.07,2687918.07,True,True,"[""104201537546898498919256999408073152686883476733748873218254333451674956346329"", ""3796661646916384905675702417973915615568684312959026912106650326935919058491""]",republican-vp-supplemental,Republican VP cont.,asd,13042323.83, United States, Vice Presidential,94.0,No,1.04e+77,0.001,0.001,0.0269352465,0.419724359,0.649,-0.348999977,16.0,0.001,0.001,0.998,60.0,66.61666667,1.947640118,1.15,0.35526645,3.045140999,868.0,4.60483871,0.162442396,1.482862147,0.246543779,3.50E-05,0.108294931,0,1e-06,0.0010005,1.0
Lee Zeldin,"[""Yes"", ""No""]","[""0"", ""1""]",2680996.51,2680996.507,True,True,"[""65119951928095232947240772829451422748022354281877207965046328047012429747907"", ""88464666000801859776074958484197891441276373442869466252252989778999736637383""]",republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,No,6.51e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,222.0,24.84684685,1.963997851,0.527027027,0.0,4.000694449,284.0,19.42253521,0.338028169,1.825960841,0.0,0.000218575,2.063380282,0,1e-06,0.0010005,1.0
Kamala Harris,"[""Yes"", ""No""]","[""1"", ""0""]",2667775.083,2667775.083,True,True,"[""108711841359369601103922875524621912623305832251098427700855120981942788049747"", ""67705827770889304420546865402744280596054360089147050357831717707009152062069""]",new-york-presidential-election-winner-2024,New York Presidential Election Winner,This is a market on predicting the winner of the presidential election in New York.,11185567.1, United States, Presidential,109.0,Yes,1.0899999999999999e+77,0.981,0.987,0.97886999,0.008823771,0.033,0.024999999,0.0,0.984999999,0.019,0.962,221.0,50.61538462,1.397856377,0.742081448,0.367423565,11.60008684,2918.0,3.833447567,0.22172721,1.381637761,0.424263194,4.09E-05,0.037354352,1,0.000361,0.019182819,1.0
Nicolas Maduro,"[""Yes"", ""No""]","[""0"", ""1""]",2594710.24,2594710.242,True,True,"[""105380710319219548188594046710794363499323064518536543163199899276420761553487"", ""29435839513271080290325952816900790918640957225128218225019725636291857096464""]",venezuela-election-winner,Venezuela Presidential Election Winner,This is a market on predicting the winner of the upcoming presidential election in Venezuela.,6152241.388, Venezuela, Presidential,3288.0,No,1.05e+77,0.719999993,0.700000075,0.857448752,0.080136555,0.469999893,0.019999997,0.0,0.809999997,0.719999993,0.439999987,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,1666.0,3.535414166,0.167466987,1.317996604,0.782713085,0.001267194,1.973589436,0,0.51839999,1.272965651,0.0
Dave McCormick,"[""Yes"", ""No""]","[""1"", ""0""]",2564648.942,2564648.942,True,True,"[""109193359842614462649768714123661929746247460686168540872183774378497988296172"", ""70138153252154954408203632048618941534486510168116629441433311186051407865538""]",pennsylvania-us-senate-election-winner,Pennsylvania Senate Election Winner,This is a market on the winner of the Pennsylvania Senate election.,5484459.22, United States, Senate,732.0,Yes,1.0899999999999999e+77,0.219999985,0.239999967,0.225493571,0.127400481,0.11,-0.08,0.0,0.24,0.780000015,0.56000003,215.0,19.86046512,1.519174041,0.56744186,0.864168618,26.54232185,1326.0,3.220211161,0.144042232,1.284309133,0.837104072,0.000285419,0.552036199,1,0.608400023,1.514127801,0.0
